,LT_CAGR,WACC,2019_CAGR,Decay,Price,Equity,EV,Rate
1,0.0149,0.0819,0.4499,-1.29,6.67,302.8257289,521.9913461,0.075525262
2,0.0195,0.0751,0.423,-1.18,8.31,377.412956,596.5785732,0.081500028
3,0.0217,0.0684,0.4024,-0.99,11.21,508.9062367,728.0718538,0.098951542
4,0.0173,0.0668,0.4323,-1.26,8.99,407.861146,627.0267632,0.075351796
5,0.0175,0.0548,0.472,-1.34,12.43,564.3634679,783.5290851,0.074470891
6,0.0186,0.0733,0.4209,-1.53,6.55,297.3783435,516.5439606,0.052970918
7,0.0189,0.0632,0.4569,-1.41,9.61,436.3959253,655.5615425,0.06625243
8,0.0217,0.0692,0.4036,-1.47,7.64,346.6841512,565.8497684,0.054562034
9,0.0211,0.0802,0.4708,-1.46,7.1,322.2721277,541.4377448,0.064267871
10,0.0204,0.074,0.4707,-1.44,7.97,361.8278906,580.9935078,0.065809023
11,0.0217,0.0727,0.4965,-0.99,13.36,606.4408664,825.6064835,0.121821699
12,0.0158,0.0643,0.4288,-1.14,10.03,455.1859372,674.3515544,0.086885614
13,0.0193,0.0758,0.4244,-1.05,9.26,420.2488818,639.414499,0.096496349
14,0.0215,0.0708,0.448,-1.2,9.9,449.1794823,668.3450995,0.084115586
15,0.0202,0.0634,0.4583,-1.18,11.79,535.2902674,754.4558846,0.088214056
16,0.0187,0.0674,0.4527,-1.17,10.38,470.9981094,690.1637266,0.088254986
17,0.0188,0.0692,0.5032,-1.16,11.47,520.7658409,739.9314581,0.099210638
18,0.0182,0.0792,0.4583,-1.13,8.7,394.9443921,614.1100092,0.093974739
19,0.0217,0.077,0.3904,-1.46,6.28,285.2174809,504.383098,0.053433296
20,0.0173,0.0692,0.4075,-1.03,9.78,444.072199,663.2378162,0.095119734
21,0.0223,0.0761,0.3746,-1.16,7.67,348.1196753,567.2852925,0.074118753
22,0.024,0.0652,0.5049,-1.27,12.83,582.1850977,801.3507149,0.086737887
23,0.0186,0.0768,0.4752,-1.32,8.07,366.1483044,585.3139216,0.076825621
24,0.0226,0.0617,0.3888,-1.16,11.18,507.4581961,726.6238133,0.076897394
25,0.0162,0.067,0.5159,-1.27,10.59,480.6835901,699.8492072,0.088599436
26,0.0193,0.0684,0.3965,-1.27,8.23,373.4833319,592.648949,0.068334778
27,0.0177,0.0825,0.4682,-1.12,8.49,385.5707391,604.7363563,0.097208729
28,0.0184,0.085,0.4148,-1.34,5.89,267.3847201,486.5503373,0.065561869
29,0.0219,0.069,0.5447,-1.12,14.12,641.0892482,860.2548654,0.112868034
30,0.0208,0.0852,0.4146,-1.2,6.85,311.0838126,530.2494298,0.077918712
31,0.0241,0.0734,0.4804,-1.5,8.58,389.4149636,608.5805807,0.062514339
32,0.0184,0.0695,0.4498,-1.06,10.88,493.6385235,712.8041407,0.100897069
33,0.0191,0.0696,0.3929,-1.15,8.68,394.054372,613.2199892,0.078687487
34,0.0167,0.0779,0.476,-1.58,6.37,289.2467814,508.4123986,0.056393919
35,0.0171,0.0645,0.5181,-1.26,11.51,522.3869766,741.5525938,0.090081577
36,0.0203,0.0533,0.4694,-1.37,13.77,624.9176184,844.0832356,0.071410017
37,0.0231,0.0621,0.4673,-1.31,12.08,548.4960885,767.6617056,0.07649937
38,0.0195,0.0687,0.4982,-1.15,11.73,532.2093703,751.3749875,0.099489668
39,0.0216,0.0776,0.4363,-1.12,9.05,410.7849989,629.9506161,0.090662392
40,0.0171,0.0649,0.4268,-1.23,9.41,427.0000552,646.1656724,0.077232058
41,0.0216,0.0652,0.4013,-1.17,10.22,463.7388856,682.9045028,0.078347032
42,0.0236,0.0604,0.4744,-1.09,15.67,711.2052258,930.370843,0.10232796
43,0.0194,0.0739,0.4625,-1.1,10.15,460.8637518,680.029369,0.098522591
44,0.0194,0.07,0.4536,-1.18,9.92,450.4473569,669.6129741,0.08732081
45,0.0224,0.0605,0.3557,-1.42,8.95,406.3909752,625.5565923,0.051129302
46,0.0227,0.0881,0.3948,-1.17,6.54,297.0769164,516.2425336,0.077092228
47,0.0212,0.0778,0.504,-1.58,7.4,335.833922,554.9995391,0.059655368
48,0.0179,0.0662,0.4904,-1.15,11.7,530.906736,750.0723531,0.097952419
49,0.0168,0.0733,0.3511,-1.35,5.88,266.9764727,486.1420898,0.05493259
50,0.0236,0.0722,0.4073,-1,10.83,491.7709729,710.93659,0.09884848
51,0.0175,0.0782,0.4492,-1.18,8.14,369.2873807,588.4529978,0.08648439
52,0.0201,0.0674,0.4277,-1.32,8.94,405.643884,624.8095012,0.069246507
53,0.0211,0.0593,0.4226,-1.2,12.07,547.7713589,766.9369761,0.079403972
54,0.0233,0.0718,0.4002,-1.27,8.45,383.660464,602.8260811,0.068964722
55,0.0232,0.0678,0.4155,-1.24,9.81,445.4865044,664.6521216,0.074281463
56,0.0233,0.0696,0.4263,-1.17,10.26,465.7312177,684.8968349,0.0831693
57,0.0182,0.0703,0.4401,-1.2,9.13,414.6193912,633.7850084,0.082650824
58,0.0212,0.0617,0.4318,-1.18,11.81,536.1512229,755.3168401,0.083174905
59,0.0208,0.07,0.5035,-1.32,10.25,465.0812107,684.2468279,0.081331747
60,0.0209,0.0642,0.4598,-1.2,11.62,527.3263288,746.4919459,0.086302355
61,0.0215,0.0777,0.4352,-1.09,9.25,419.8081946,638.9738118,0.093967715
62,0.0199,0.0709,0.4219,-1.34,8.02,363.9767209,583.1423381,0.066669286
63,0.0212,0.0709,0.5238,-1.24,11.37,515.9887829,735.1544001,0.093350883
64,0.0184,0.0736,0.4274,-1.19,8.4,381.0760152,600.2416324,0.081308804
65,0.0212,0.0818,0.4113,-1.23,7.07,320.7163299,539.881947,0.074461035
66,0.0195,0.0714,0.5333,-1.16,11.99,544.4526702,763.6182874,0.105060916
67,0.0196,0.0628,0.4346,-1.01,12.99,589.4748195,808.6404367,0.104042154
68,0.0203,0.0692,0.4202,-1.16,9.6,435.6286086,654.7942257,0.08303452
69,0.0151,0.057,0.4586,-1.26,11.34,514.9201739,734.085791,0.079873978
70,0.0192,0.0672,0.4639,-1.1,11.56,524.7868427,743.9524599,0.098817228
71,0.0209,0.0813,0.4217,-1.11,8.11,368.1612443,587.3268615,0.088786945
72,0.0207,0.0721,0.4368,-1.44,7.71,349.9595493,569.1251664,0.061136229
73,0.0193,0.0674,0.4889,-1.04,13.08,593.8397595,813.0053767,0.112427481
74,0.0185,0.0764,0.4629,-1.27,8.19,371.8600025,591.0256197,0.079620261
75,0.0252,0.0795,0.388,-1.2,7.66,347.7630296,566.9286468,0.07297573
76,0.0195,0.0763,0.5297,-0.86,15.57,706.6058503,925.7714674,0.154242975
77,0.0199,0.0704,0.4339,-1.15,9.71,440.5984297,659.7640469,0.086799944
78,0.0148,0.0779,0.397,-1.15,6.91,313.5862729,532.7518901,0.079499489
79,0.0213,0.0528,0.4142,-1.15,14.99,680.3740681,899.5396853,0.082904094
80,0.0175,0.0623,0.4481,-1.23,10.61,481.4445778,700.6101949,0.081036261
81,0.0193,0.0794,0.4065,-1.29,6.7,303.939348,523.1049652,0.068329362
82,0.0195,0.0708,0.344,-1.27,6.8,308.8488644,528.0144816,0.059382219
83,0.0253,0.072,0.4607,-1.09,11.97,543.286075,762.4516922,0.099407856
84,0.0207,0.082,0.4512,-1.18,8.12,368.7491853,587.9148025,0.086864604
85,0.0189,0.0633,0.4928,-1.28,11.43,518.8660177,738.0316348,0.083647832
86,0.0182,0.075,0.4225,-1.32,7.25,329.0607703,548.2263875,0.068415568
